Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Adam FILIPOWICZ POSITION,Adam FILIPOWICZ LAP TIME,Adam FILIPOWICZ ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME,Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME
1,6.91,6.91,2,7.05,7.05,4,7.34,7.34,3,7.17,7.17
1,8.87,15.78,2,8.93,15.98,4,9.15,16.49,3,8.91,16.08
1,8.32,24.10,3,8.68,24.66,4,8.81,25.30,2,8.35,24.43
1,8.47,32.57,3,8.84,33.50,4,8.94,34.24,2,8.42,32.85
1,8.64,41.202,3,9.14,42.633,4,9.16,43.394,2,8.62,41.466
