Lachlan HAY POSITION,Lachlan HAY LAP TIME,Lachlan HAY ELAPSED TIME,Peter DARAZS POSITION,Peter DARAZS LAP TIME,Peter DARAZS ELAPSED TIME,KIM Yong-Sung POSITION,KIM Yong-Sung LAP TIME,KIM Yong-Sung ELAPSED TIME,Apolo Anton OHNO POSITION,Apolo Anton OHNO LAP TIME,Apolo Anton OHNO ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
3,13.08,13.08,4,13.18,13.18,5,13.22,13.22,2,12.97,12.97,1,12.74,12.74
4,10.15,23.23,2,9.90,23.08,5,10.07,23.30,1,10.01,22.98,3,10.35,23.10
5,9.84,33.08,4,9.88,32.97,1,9.27,32.57,2,9.84,32.82,3,9.81,32.91
4,9.61,42.70,5,9.75,42.72,1,9.83,42.41,2,9.69,42.52,3,9.72,42.64
4,9.75,52.45,5,9.85,52.57,1,9.82,52.23,2,9.82,52.35,3,9.81,52.45
5,9.71,1:02.17,4,9.48,1:02.05,1,9.57,1:01.81,2,9.50,1:01.85,3,9.54,1:02.00
5,9.66,1:11.83,4,9.58,1:11.64,2,9.25,1:11.06,1,9.04,1:10.90,3,9.32,1:11.32
5,9.36,1:21.20,4,9.55,1:21.19,2,9.15,1:20.21,1,9.06,1:19.96,3,9.45,1:20.78
4,9.73,1:30.929,5,10.10,1:31.190,2,9.51,1:29.714,1,9.61,1:29.566,3,9.81,1:30.586
