Michael GILDAY POSITION,Michael GILDAY LAP TIME,Michael GILDAY ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,NOH Jinkyu POSITION,NOH Jinkyu LAP TIME,NOH Jinkyu ELAPSED TIME,Olivier JEAN POSITION,Olivier JEAN LAP TIME,Olivier JEAN ELAPSED TIME
2,16.23,16.23,4,16.36,16.36,1,16.11,16.11,3,16.24,16.24
3,11.66,27.89,4,11.68,28.04,1,11.51,27.62,2,11.50,27.74
3,10.34,38.23,4,10.35,38.39,1,10.40,38.02,2,10.36,38.10
1,9.50,47.73,4,9.73,48.12,2,9.72,47.74,3,9.76,47.86
1,9.23,56.96,4,9.16,57.28,2,9.31,57.05,3,9.29,57.15
2,9.07,1:06.03,4,9.07,1:06.35,3,9.16,1:06.21,1,8.84,1:05.99
2,8.80,1:14.83,4,8.80,1:15.15,3,8.77,1:14.98,1,8.71,1:14.70
1,8.60,1:23.43,4,8.70,1:23.85,3,8.59,1:23.57,2,8.74,1:23.44
2,8.83,1:32.256,4,8.89,1:32.733,3,8.73,1:32.299,1,8.76,1:32.200
