Shaolin Sandor LIU POSITION,Shaolin Sandor LIU LAP TIME,Shaolin Sandor LIU ELAPSED TIME,KWAK Yoon-Gy POSITION,KWAK Yoon-Gy LAP TIME,KWAK Yoon-Gy ELAPSED TIME,BREEUWSMA Daan POSITION,BREEUWSMA Daan LAP TIME,BREEUWSMA Daan ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
1,6.83,6.83,3,7.10,7.10,2,6.98,6.98,4,7.22,7.22
1,8.86,15.69,3,8.81,15.91,2,8.82,15.80,4,8.76,15.98
1,8.41,24.10,3,8.37,24.28,2,8.36,24.16,4,8.39,24.37
1,8.49,32.59,3,8.47,32.75,2,8.49,32.65,4,8.47,32.84
1,8.71,41.298,2,8.65,41.391,3,8.90,41.550,4,8.79,41.625
