Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,LIU Xiao Liang POSITION,LIU Xiao Liang LAP TIME,LIU Xiao Liang ELAPSED TIME,Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME
1,6.510,6.510,2,7.040,7.040,4,7.300,7.300,3,7.230,7.230
1,9.010,15.520,2,9.080,16.130,4,9.470,16.770,3,9.320,16.550
1,8.700,24.230,2,8.650,24.780,4,8.810,25.590,3,8.920,25.470
1,8.890,33.120,4,9.790,34.570,2,8.890,34.480,3,9.060,34.540
1,9.210,42.340,4,9.320,43.890,2,8.770,43.260,3,9.260,43.810
