Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,Arianna FONTANA POSITION,Arianna FONTANA LAP TIME,Arianna FONTANA ELAPSED TIME,Marina GEORGIEVA-NIKOLOVA POSITION,Marina GEORGIEVA-NIKOLOVA LAP TIME,Marina GEORGIEVA-NIKOLOVA ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME
5,15.03,15.03,3,14.73,14.73,2,14.53,14.53,4,14.88,14.88,1,14.35,14.35
5,10.53,25.56,3,10.55,25.28,2,10.65,25.18,4,10.51,25.39,1,10.71,25.06
5,10.32,35.88,3,10.32,35.60,2,10.33,35.51,4,10.32,35.71,1,10.31,35.37
5,10.40,46.28,3,10.21,45.81,2,10.21,45.72,4,10.21,45.92,1,10.26,45.63
5,10.67,56.95,3,10.26,56.07,2,10.26,55.98,4,10.25,56.17,1,10.25,55.88
5,10.91,1:07.86,3,10.25,1:06.32,2,10.25,1:06.23,4,10.25,1:06.42,1,10.29,1:06.17
5,11.16,1:19.02,2,10.27,1:16.59,3,10.38,1:16.61,4,10.38,1:16.80,1,10.40,1:16.57
5,11.68,1:30.70,1,9.83,1:26.42,4,11.30,1:27.91,2,10.00,1:26.80,3,10.78,1:27.35
5,11.91,1:42.606,1,9.85,1:36.270,3,9.36,1:37.269,2,9.59,1:36.389,4,10.98,1:38.329
