Jessica KOOREMAN POSITION,Jessica KOOREMAN LAP TIME,Jessica KOOREMAN ELAPSED TIME,Tatiana BODOVA POSITION,Tatiana BODOVA LAP TIME,Tatiana BODOVA ELAPSED TIME,SHIM Suk Hee POSITION,SHIM Suk Hee LAP TIME,SHIM Suk Hee ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME
2,12.90,12.90,3,13.00,13.00,4,13.13,13.13,1,12.76,12.76
2,9.80,22.70,4,9.86,22.86,3,9.58,22.71,1,9.86,22.62
2,9.29,31.99,4,9.30,32.16,1,9.20,31.91,3,9.38,32.00
2,9.50,41.49,4,9.54,41.70,1,9.48,41.39,3,9.61,41.61
2,9.65,51.14,4,9.68,51.38,1,9.60,50.99,3,9.67,51.28
2,9.60,1:00.74,4,9.59,1:00.97,1,9.66,1:00.65,3,9.58,1:00.86
2,9.69,1:10.43,4,9.73,1:10.70,1,9.67,1:10.32,3,9.70,1:10.56
2,9.63,1:20.06,4,9.99,1:20.69,1,9.61,1:19.93,3,9.62,1:20.18
2,9.61,1:29.670,4,10.45,1:31.131,1,9.61,1:29.534,3,9.67,1:29.842
