SUNG Si-Bak POSITION,SUNG Si-Bak LAP TIME,SUNG Si-Bak ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Jeff SIMON POSITION,Jeff SIMON LAP TIME,Jeff SIMON ELAPSED TIME
2,6.780,6.780,1,6.650,6.650,5,7.140,7.140,3,6.790,6.790,4,7.050,7.050
3,8.930,15.720,1,8.780,15.430,5,8.840,15.990,2,8.770,15.560,4,8.900,15.960
1,8.020,23.740,3,8.580,24.020,5,8.370,24.360,2,8.380,23.950,4,8.280,24.240
1,8.490,32.240,3,8.670,32.690,4,8.490,32.860,2,8.470,32.420,5,8.670,32.920
1,8.780,41.020,3,9.000,41.690,4,8.940,41.800,2,8.620,41.050,5,32.790,1:05.710
