Viacheslav KURGINIAN POSITION,Viacheslav KURGINIAN LAP TIME,Viacheslav KURGINIAN ELAPSED TIME,Jeremy MASSON POSITION,Jeremy MASSON LAP TIME,Jeremy MASSON ELAPSED TIME,Kyle CARR POSITION,Kyle CARR LAP TIME,Kyle CARR ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
2,7.04,7.04,1,6.87,6.87,3,7.16,7.16,4,7.35,7.35
2,9.27,16.31,1,9.15,16.02,3,9.24,16.40,4,9.15,16.50
2,8.57,24.88,1,8.73,24.75,3,8.56,24.96,4,8.64,25.14
3,8.82,33.70,1,8.87,33.62,2,8.74,33.70,4,8.71,33.85
2,9.03,42.723,1,8.99,42.602,3,9.12,42.819,4,9.46,43.302
