Katherine REUTTER-ADAMEK POSITION,Katherine REUTTER-ADAMEK LAP TIME,Katherine REUTTER-ADAMEK ELAPSED TIME,Katalin KRISTO POSITION,Katalin KRISTO LAP TIME,Katalin KRISTO ELAPSED TIME,Erika HUSZAR POSITION,Erika HUSZAR LAP TIME,Erika HUSZAR ELAPSED TIME,Sherry STUTHRIDGE POSITION,Sherry STUTHRIDGE LAP TIME,Sherry STUTHRIDGE ELAPSED TIME
2,14.63,14.63,1,14.48,14.48,3,14.72,14.72,4,14.88,14.88
2,10.82,25.45,1,10.86,25.34,3,10.82,25.54,4,10.92,25.80
2,10.53,35.98,1,10.52,35.86,3,10.54,36.08,4,10.80,36.60
2,10.12,46.10,1,10.14,46.00,3,10.10,46.18,4,11.15,47.75
2,10.17,56.27,1,10.16,56.16,3,10.14,56.32,4,11.32,59.07
2,10.27,1:06.54,1,10.28,1:06.44,3,10.31,1:06.63,4,11.66,1:10.73
2,10.34,1:16.88,1,10.34,1:16.78,3,10.33,1:16.96,4,12.27,1:23.00
3,10.45,1:27.33,1,10.45,1:27.23,2,10.34,1:27.30,4,12.94,1:35.94
2,9.72,1:37.048,3,10.41,1:37.640,1,9.71,1:37.008,4,13.13,1:49.066
