Katerina NOVOTNA POSITION,Katerina NOVOTNA LAP TIME,Katerina NOVOTNA ELAPSED TIME,Ainara EQUISOAIN POSITION,Ainara EQUISOAIN LAP TIME,Ainara EQUISOAIN ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Tunde BALAZS POSITION,Tunde BALAZS LAP TIME,Tunde BALAZS ELAPSED TIME
2,7.64,7.64,4,8.10,8.10,1,7.27,7.27,3,7.95,7.95
2,9.98,17.62,4,10.43,18.53,1,9.59,16.86,3,10.13,18.08
2,9.45,27.07,4,10.04,28.57,1,9.18,26.04,3,9.74,27.82
2,9.82,36.89,4,10.64,39.21,1,9.49,35.53,3,10.09,37.91
2,10.12,47.010,4,10.89,50.100,1,9.76,45.288,3,10.55,48.454
