PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME,LIN Yue POSITION,LIN Yue LAP TIME,LIN Yue ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,VALCEPINA Arianna POSITION,VALCEPINA Arianna LAP TIME,VALCEPINA Arianna ELAPSED TIME
1,7.24,7.24,2,7.46,7.46,3,7.60,7.60,4,7.73,7.73
1,9.34,16.58,2,9.25,16.71,3,9.26,16.86,4,9.26,16.99
1,8.86,25.44,2,8.74,25.45,3,8.78,25.64,4,8.80,25.79
1,8.97,34.41,2,9.06,34.51,3,8.98,34.62,4,8.98,34.77
1,9.22,43.626,3,25.03,59.539,0,,PEN,2,9.14,43.908
