Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,KNEGT Sjinkie POSITION,KNEGT Sjinkie LAP TIME,KNEGT Sjinkie ELAPSED TIME,Vojtech LOUDIN POSITION,Vojtech LOUDIN LAP TIME,Vojtech LOUDIN ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME
1,6.56,6.56,2,6.84,6.84,4,7.27,7.27,3,7.04,7.04
1,9.12,15.68,2,9.25,16.09,4,9.29,16.56,3,9.18,16.22
1,8.95,24.63,2,8.69,24.78,4,8.97,25.53,3,8.86,25.08
1,9.07,33.70,2,9.10,33.88,4,9.07,34.60,3,9.18,34.26
1,9.45,43.148,2,9.41,43.290,4,9.40,43.995,3,9.37,43.622
