Noah ESSAGHIR POSITION,Noah ESSAGHIR LAP TIME,Noah ESSAGHIR ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME
4,13.52,13.52,2,13.38,13.38,3,13.41,13.41,1,13.26,13.26
4,10.41,23.93,3,10.38,23.76,2,10.28,23.69,1,10.38,23.64
4,9.94,33.87,2,9.94,33.70,3,10.02,33.71,1,9.95,33.59
4,9.81,43.68,3,9.77,43.47,2,9.74,43.45,1,9.81,43.40
4,9.53,53.21,3,9.51,52.98,2,9.51,52.96,1,9.51,52.91
4,9.36,1:02.57,3,9.39,1:02.37,1,9.10,1:02.06,2,9.37,1:02.28
4,9.55,1:12.12,3,9.32,1:11.69,1,9.36,1:11.42,2,9.28,1:11.56
4,9.80,1:21.92,3,9.45,1:21.14,1,9.40,1:20.82,2,9.33,1:20.89
4,10.15,1:32.067,3,9.62,1:30.751,1,9.50,1:30.316,2,9.63,1:30.513
