Marco BERTOLDI POSITION,Marco BERTOLDI LAP TIME,Marco BERTOLDI ELAPSED TIME,CUI Liang POSITION,CUI Liang LAP TIME,CUI Liang ELAPSED TIME,BYKANOV Vladislav POSITION,BYKANOV Vladislav LAP TIME,BYKANOV Vladislav ELAPSED TIME,Daisuke UEMURA POSITION,Daisuke UEMURA LAP TIME,Daisuke UEMURA ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Oliver HORSEPOOL POSITION,Oliver HORSEPOOL LAP TIME,Oliver HORSEPOOL ELAPSED TIME
5,7.386,7.386,1,6.937,6.937,6,7.489,7.489,3,7.280,7.280,2,7.038,7.038,4,7.360,7.360
3,9.168,16.553,1,9.366,16.302,6,9.510,16.999,2,9.236,16.515,5,9.568,16.606,4,9.235,16.594
5,9.621,26.174,1,8.914,25.216,6,9.350,26.349,4,9.315,25.830,3,9.149,25.754,2,8.904,25.498
5,9.514,35.687,1,9.376,34.591,6,9.610,35.958,4,9.503,35.333,2,9.059,34.813,3,9.497,34.995
5,9.94,45.622,1,9.46,44.050,6,9.98,45.936,4,9.54,44.873,2,9.26,44.068,3,9.75,44.742
