Valerie MALTAIS POSITION,Valerie MALTAIS LAP TIME,Valerie MALTAIS ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME
1,12.78,12.78,2,12.88,12.88,4,13.09,13.09,3,12.96,12.96
1,9.99,22.77,2,9.98,22.86,4,10.02,23.11,3,10.00,22.96
1,9.78,32.55,2,9.79,32.65,4,9.77,32.88,3,9.78,32.74
1,9.78,42.33,3,9.77,42.42,2,9.54,42.42,4,9.79,42.53
1,9.36,51.69,2,9.36,51.78,4,9.62,52.04,3,9.31,51.84
1,9.43,1:01.12,2,9.43,1:01.21,4,9.43,1:01.47,3,9.44,1:01.28
1,9.57,1:10.69,2,9.57,1:10.78,4,9.52,1:10.99,3,9.58,1:10.86
1,9.53,1:20.22,2,9.53,1:20.31,4,9.54,1:20.53,3,9.53,1:20.39
1,9.57,1:29.785,2,9.59,1:29.900,4,9.63,1:30.154,3,9.59,1:29.971
