BACSKAI Sara Luca POSITION,BACSKAI Sara Luca LAP TIME,BACSKAI Sara Luca ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME,Yuna KOIKE POSITION,Yuna KOIKE LAP TIME,Yuna KOIKE ELAPSED TIME,PENCHEVA Zornica POSITION,PENCHEVA Zornica LAP TIME,PENCHEVA Zornica ELAPSED TIME
1,7.73,7.73,2,7.96,7.96,3,8.10,8.10,4,8.20,8.20
1,10.08,17.81,2,9.95,17.91,3,9.96,18.06,4,9.94,18.14
1,9.46,27.27,2,9.44,27.35,3,9.34,27.40,4,9.31,27.45
1,9.56,36.83,2,9.57,36.92,3,9.65,37.05,4,9.72,37.17
1,10.00,46.825,3,9.99,46.904,2,9.82,46.864,0,,DNF
