Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Sanne van KERKHOF POSITION,Sanne van KERKHOF LAP TIME,Sanne van KERKHOF ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Yui SAKAI POSITION,Yui SAKAI LAP TIME,Yui SAKAI ELAPSED TIME
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
0,,,0,,,0,,,0,,
1,,44.868,4,,47.097,2,,45.255,3,,45.558
