Alexandre ST JEAN POSITION,Alexandre ST JEAN LAP TIME,Alexandre ST JEAN ELAPSED TIME,Travis JAYNER POSITION,Travis JAYNER LAP TIME,Travis JAYNER ELAPSED TIME,WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME
1,6.85,6.85,2,7.00,7.00,3,7.11,7.11,4,7.12,7.12,5,7.33,7.33
1,9.10,15.95,2,9.17,16.17,3,9.14,16.25,5,9.41,16.53,4,9.03,16.36
1,8.79,24.74,3,8.72,24.89,2,8.63,24.88,5,8.84,25.37,4,8.66,25.02
1,8.88,33.62,2,8.97,33.86,3,9.11,33.99,5,9.07,34.44,4,9.00,34.02
1,9.19,42.810,2,9.26,43.120,3,9.19,43.172,5,9.66,44.098,4,9.17,43.185
