Nicola FRANCESCHINA POSITION,Nicola FRANCESCHINA LAP TIME,Nicola FRANCESCHINA ELAPSED TIME,LI Haonan POSITION,LI Haonan LAP TIME,LI Haonan ELAPSED TIME,Thomas de WITTE POSITION,Thomas de WITTE LAP TIME,Thomas de WITTE ELAPSED TIME,Alex McEWAN POSITION,Alex McEWAN LAP TIME,Alex McEWAN ELAPSED TIME
3,11.885,11.885,1,11.618,11.618,2,11.675,11.675,4,12.133,12.133
3,9.220,21.105,2,9.238,20.855,1,9.143,20.817,4,9.194,21.326
3,9.501,30.605,1,9.501,30.355,2,9.566,30.383,4,9.434,30.759
3,9.571,40.175,2,9.719,40.074,1,9.573,39.956,4,9.546,40.304
3,9.857,50.032,1,9.520,49.594,2,9.852,49.807,4,9.845,50.148
3,9.888,59.920,1,10.200,59.793,2,10.091,59.897,4,9.869,1:00.017
2,9.500,1:09.419,1,9.392,1:09.185,4,10.519,1:10.416,3,9.440,1:09.457
2,9.544,1:18.963,1,9.412,1:18.596,4,10.603,1:21.018,3,10.197,1:19.654
2,9.82,1:28.783,1,10.11,1:28.705,4,10.92,1:31.933,3,10.44,1:30.094
