J.R. CELSKI POSITION,J.R. CELSKI LAP TIME,J.R. CELSKI ELAPSED TIME,Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,Robert SEIFERT POSITION,Robert SEIFERT LAP TIME,Robert SEIFERT ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME
4,13.08,13.08,3,7.19,7.19,1,6.94,6.94,2,7.11,7.11
4,12.78,25.86,3,8.93,16.12,1,9.03,15.97,2,8.94,16.05
4,10.47,36.33,3,8.62,24.74,1,8.58,24.55,2,8.57,24.62
4,10.11,46.44,3,8.56,33.30,2,8.69,33.24,1,8.58,33.20
4,10.42,56.853,1,8.54,41.838,3,9.10,42.331,2,8.73,41.926
