Satoshi SAKASHITA POSITION,Satoshi SAKASHITA LAP TIME,Satoshi SAKASHITA ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Niels KERSTHOLT POSITION,Niels KERSTHOLT LAP TIME,Niels KERSTHOLT ELAPSED TIME,Assen PANDOV POSITION,Assen PANDOV LAP TIME,Assen PANDOV ELAPSED TIME
2,6.76,6.76,1,6.52,6.52,4,7.15,7.15,3,6.90,6.90
2,9.16,15.93,1,8.86,15.39,4,9.32,16.48,3,9.51,16.41
2,8.32,24.25,1,8.65,24.04,4,8.69,25.17,3,8.73,25.15
2,8.65,32.91,1,8.66,32.71,3,8.85,34.02,4,8.89,34.04
2,9.33,42.238,1,9.34,42.044,3,9.15,43.170,4,9.30,43.333
