Alexander FATHOULLIN POSITION,Alexander FATHOULLIN LAP TIME,Alexander FATHOULLIN ELAPSED TIME,SHULGINOV Alexander POSITION,SHULGINOV Alexander LAP TIME,SHULGINOV Alexander ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME,Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Dan IWASA POSITION,Dan IWASA LAP TIME,Dan IWASA ELAPSED TIME
2,12.56,12.56,1,12.37,12.37,3,12.66,12.66,5,13.00,13.00,4,12.82,12.82
2,9.52,22.08,1,9.61,21.98,2,9.42,22.08,5,9.39,22.39,4,9.42,22.24
3,9.26,31.34,2,9.29,31.27,1,9.13,31.21,5,9.19,31.58,4,9.22,31.46
2,8.87,40.21,3,8.95,40.22,1,8.91,40.12,5,8.91,40.49,4,8.91,40.37
2,8.72,48.93,3,8.82,49.04,1,8.71,48.83,5,8.76,49.25,4,8.80,49.17
2,8.70,57.63,3,8.71,57.75,1,8.72,57.55,5,8.68,57.93,4,8.65,57.82
2,9.02,1:06.65,4,9.08,1:06.83,1,8.88,1:06.43,5,8.94,1:06.87,3,8.96,1:06.78
2,8.98,1:15.63,4,9.39,1:16.22,1,9.16,1:15.59,5,9.53,1:16.40,3,9.02,1:15.80
1,9.21,1:24.84,4,9.38,1:25.575,3,9.69,1:25.258,5,9.55,1:25.931,2,9.16,1:24.96
