Thomas Insuk HONG POSITION,Thomas Insuk HONG LAP TIME,Thomas Insuk HONG ELAPSED TIME,SHA Kexin POSITION,SHA Kexin LAP TIME,SHA Kexin ELAPSED TIME,ANDERMANN Dominic POSITION,ANDERMANN Dominic LAP TIME,ANDERMANN Dominic ELAPSED TIME,GIORDANO Marco POSITION,GIORDANO Marco LAP TIME,GIORDANO Marco ELAPSED TIME
1,6.89,6.89,2,7.03,7.03,4,7.37,7.37,3,7.18,7.18
1,9.17,16.06,2,9.17,16.20,4,9.30,16.67,3,9.16,16.34
1,8.72,24.78,2,8.72,24.92,4,9.01,25.68,3,8.78,25.12
1,8.83,33.61,2,8.86,33.78,4,9.15,34.83,3,8.86,33.98
1,8.96,42.57,2,8.97,42.75,4,9.43,44.252,3,9.01,42.99
