KO Gi-Hyun POSITION,KO Gi-Hyun LAP TIME,KO Gi-Hyun ELAPSED TIME,Liesbeth MAU ASAM POSITION,Liesbeth MAU ASAM LAP TIME,Liesbeth MAU ASAM ELAPSED TIME,Joanna WILLIAMS POSITION,Joanna WILLIAMS LAP TIME,Joanna WILLIAMS ELAPSED TIME,Rozsa DARAZS POSITION,Rozsa DARAZS LAP TIME,Rozsa DARAZS ELAPSED TIME
4,14.780,14.780,3,14.621,14.621,1,14.522,14.522,2,14.529,14.529
4,11.127,25.906,3,11.175,25.796,2,11.194,25.715,1,11.166,25.695
3,10.779,36.685,4,10.942,36.738,2,10.961,36.676,1,10.972,36.667
1,10.068,46.753,2,10.073,46.811,3,10.389,47.065,4,10.447,47.113
2,10.107,56.859,1,10.033,56.843,3,9.997,57.061,4,10.039,57.152
1,10.181,1:07.040,2,10.275,1:07.118,3,10.110,1:07.171,4,10.326,1:07.477
1,10.248,1:17.287,2,10.290,1:17.408,3,10.346,1:17.516,4,10.490,1:17.966
1,10.244,1:27.531,2,10.310,1:27.718,3,10.260,1:27.776,4,10.855,1:28.821
1,10.38,1:37.907,2,10.26,1:37.972,3,10.25,1:38.024,4,10.97,1:39.787
