SUI Bao Ku POSITION,SUI Bao Ku LAP TIME,SUI Bao Ku ELAPSED TIME,Alex BOISVERT-LACROIX POSITION,Alex BOISVERT-LACROIX LAP TIME,Alex BOISVERT-LACROIX ELAPSED TIME,Jon ELEY POSITION,Jon ELEY LAP TIME,Jon ELEY ELAPSED TIME,Shotaro TANAKA POSITION,Shotaro TANAKA LAP TIME,Shotaro TANAKA ELAPSED TIME
4,13.430,13.430,2,13.160,13.160,1,13.150,13.150,3,13.310,13.310
4,10.070,23.510,3,10.340,23.500,2,10.300,23.450,1,9.980,23.290
4,10.320,33.840,3,10.280,33.790,1,9.990,33.450,2,10.270,33.560
2,9.810,43.650,3,9.870,43.660,1,10.100,43.550,4,10.170,43.730
4,10.100,53.760,1,9.820,53.480,2,9.950,53.500,3,9.940,53.680
4,9.900,1:03.660,1,9.820,1:03.300,2,9.820,1:03.320,3,9.810,1:03.490
3,9.450,1:13.110,1,9.610,1:12.920,2,9.660,1:12.990,4,9.940,1:13.440
3,9.700,1:22.810,1,9.670,1:22.590,2,9.730,1:22.730,4,10.170,1:23.610
1,9.700,1:32.510,3,10.240,1:32.830,2,9.930,1:32.660,4,10.820,1:34.440
