Dmitry VASILENKO POSITION,Dmitry VASILENKO LAP TIME,Dmitry VASILENKO ELAPSED TIME,Thomas BAUER POSITION,Thomas BAUER LAP TIME,Thomas BAUER ELAPSED TIME,Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Mark McNEE POSITION,Mark McNEE LAP TIME,Mark McNEE ELAPSED TIME
1,6.846,6.846,3,6.992,6.992,2,6.963,6.963,4,7.036,7.036
2,9.004,15.849,3,9.099,16.090,1,8.875,15.837,4,9.338,16.374
2,8.926,24.775,4,8.909,24.999,1,8.873,24.710,3,8.611,24.985
1,8.743,33.518,4,8.941,33.940,2,8.821,33.531,3,8.682,33.667
2,9.29,42.807,3,9.12,43.060,1,9.22,42.749,4,9.58,43.247
