Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,HAN Yu Tong POSITION,HAN Yu Tong LAP TIME,HAN Yu Tong ELAPSED TIME,Deanna LOCKETT POSITION,Deanna LOCKETT LAP TIME,Deanna LOCKETT ELAPSED TIME,GUO Yihan POSITION,GUO Yihan LAP TIME,GUO Yihan ELAPSED TIME
2,13.25,13.25,2,13.25,13.25,4,13.41,13.41,5,13.55,13.55,1,13.19,13.19
2,9.75,23.00,3,9.88,23.13,4,9.82,23.23,5,9.85,23.40,1,9.64,22.83
1,9.50,32.50,3,9.68,32.81,4,9.68,32.91,5,9.61,33.01,2,9.90,32.73
1,9.66,42.16,3,9.55,42.36,4,9.56,42.47,5,9.60,42.61,2,9.52,42.25
1,9.60,51.76,3,9.62,51.98,4,9.62,52.09,5,9.58,52.19,2,9.61,51.86
1,9.42,1:01.18,3,9.49,1:01.47,4,9.53,1:01.62,5,9.57,1:01.76,2,9.47,1:01.33
1,9.38,1:10.56,3,9.48,1:10.95,4,9.50,1:11.12,5,9.52,1:11.28,2,9.50,1:10.83
1,9.43,1:19.99,3,9.75,1:20.70,4,9.70,1:20.82,5,9.70,1:20.98,2,9.73,1:20.56
1,9.88,1:29.837,3,10.00,1:30.683,4,,1:30.802,5,,1:30.810,2,10.05,1:30.584
