Jose CAVALLI POSITION,Jose CAVALLI LAP TIME,Jose CAVALLI ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Tsvetan TSANKOV POSITION,Tsvetan TSANKOV LAP TIME,Tsvetan TSANKOV ELAPSED TIME
3,14.53,14.53,4,14.65,14.65,1,14.39,14.39,2,14.49,14.49
4,10.79,25.32,2,10.49,25.14,1,10.63,25.02,3,10.73,25.22
4,10.05,35.37,2,10.01,35.15,1,10.03,35.05,3,10.07,35.29
3,10.02,45.39,2,10.07,45.22,1,10.07,45.12,4,10.22,45.51
4,10.02,55.41,2,9.83,55.05,1,9.83,54.95,3,9.73,55.24
4,9.65,1:05.06,2,9.39,1:04.44,1,9.37,1:04.32,3,9.61,1:04.85
4,9.54,1:14.60,2,9.15,1:13.59,1,9.16,1:13.48,3,9.50,1:14.35
4,10.03,1:24.63,2,9.20,1:22.79,1,9.22,1:22.70,3,9.62,1:23.97
4,10.91,1:35.531,2,9.55,1:32.338,1,9.44,1:32.138,3,10.24,1:34.209
