ZHOU Yang POSITION,ZHOU Yang LAP TIME,ZHOU Yang ELAPSED TIME,Celine LECOMPERE POSITION,Celine LECOMPERE LAP TIME,Celine LECOMPERE ELAPSED TIME,CHRISTIE Elise POSITION,CHRISTIE Elise LAP TIME,CHRISTIE Elise ELAPSED TIME,Olga MASKAIKINA POSITION,Olga MASKAIKINA LAP TIME,Olga MASKAIKINA ELAPSED TIME
3,13.910,13.910,1,13.680,13.680,2,13.740,13.740,4,14.020,14.020
3,11.150,25.060,2,11.270,24.950,1,11.140,24.880,4,11.250,25.280
2,11.380,36.440,1,11.300,36.260,3,11.570,36.450,4,11.330,36.610
2,10.370,46.810,3,10.600,46.860,1,9.950,46.400,4,10.270,46.890
3,10.280,57.100,2,10.100,56.960,1,10.320,56.720,4,10.390,57.280
3,10.140,1:07.240,2,10.130,1:07.090,1,10.210,1:06.940,4,10.050,1:07.340
1,9.620,1:16.870,3,10.300,1:17.400,2,10.310,1:17.260,4,10.230,1:17.580
1,9.830,1:26.700,3,10.190,1:27.600,2,10.220,1:27.480,4,10.160,1:27.740
1,10.460,1:37.170,3,10.460,1:38.060,2,10.350,1:37.830,4,10.340,1:38.080
