BOTTER GOMEZ Nicole POSITION,BOTTER GOMEZ Nicole LAP TIME,BOTTER GOMEZ Nicole ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME
2,7.53,7.53,3,7.89,7.89,1,7.33,7.33
2,9.57,17.10,3,9.57,17.46,1,9.40,16.73
2,9.02,26.12,3,8.94,26.40,1,8.96,25.69
2,9.22,35.34,3,9.03,35.43,1,9.05,34.74
2,9.48,44.82,3,9.45,44.88,1,9.43,44.17
