JIN Sun-Yu POSITION,JIN Sun-Yu LAP TIME,JIN Sun-Yu ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,Maureen de LANGE POSITION,Maureen de LANGE LAP TIME,Maureen de LANGE ELAPSED TIME,Kristina NZL1 POSITION,Kristina NZL1 LAP TIME,Kristina NZL1 ELAPSED TIME
3,15.987,15.987,2,15.942,15.942,4,16.029,16.029,1,15.854,15.854
4,13.057,29.044,1,12.967,28.908,3,12.968,28.997,2,13.063,28.916
2,12.227,41.270,3,12.458,41.365,1,12.108,41.105,4,12.543,41.459
2,11.854,53.124,3,11.982,53.347,1,12.002,53.106,4,11.922,53.381
1,9.987,1:03.111,2,9.951,1:03.297,3,10.259,1:03.365,4,10.288,1:03.669
1,9.702,1:12.812,2,9.774,1:13.071,3,9.842,1:13.207,4,10.029,1:13.698
1,10.145,1:22.957,3,10.205,1:23.276,2,10.012,1:23.218,4,10.009,1:23.707
1,10.156,1:33.112,2,10.117,1:33.392,3,10.249,1:33.467,4,10.278,1:33.985
1,10.42,1:43.527,2,10.19,1:43.574,3,10.19,1:43.650,4,10.76,1:44.743
