Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Emily SCOTT POSITION,Emily SCOTT LAP TIME,Emily SCOTT ELAPSED TIME,ZHAO Nannan POSITION,ZHAO Nannan LAP TIME,ZHAO Nannan ELAPSED TIME,Valerie LAMBERT POSITION,Valerie LAMBERT LAP TIME,Valerie LAMBERT ELAPSED TIME
4,13.10,13.10,3,13.01,13.01,1,12.83,12.83,2,12.92,12.92
3,9.71,22.81,4,9.81,22.82,1,9.86,22.69,2,9.84,22.76
2,9.82,32.63,3,9.91,32.73,1,9.87,32.56,4,10.09,32.85
2,9.81,42.44,4,9.96,42.69,1,9.76,42.32,3,9.74,42.59
2,9.74,52.18,4,9.69,52.38,1,9.77,52.09,3,9.72,52.31
2,9.93,1:02.11,4,9.90,1:02.28,1,9.92,1:02.01,3,9.89,1:02.20
2,9.92,1:12.03,4,10.05,1:12.33,1,9.95,1:11.96,3,10.04,1:12.24
2,10.08,1:22.11,4,10.17,1:22.50,1,10.10,1:22.06,3,10.24,1:22.48
2,10.31,1:32.418,3,10.43,1:32.924,1,10.31,1:32.361,4,10.93,1:33.405
