SIN da Woon POSITION,SIN da Woon LAP TIME,SIN da Woon ELAPSED TIME,Daniel ZASTRUGOV POSITION,Daniel ZASTRUGOV LAP TIME,Daniel ZASTRUGOV ELAPSED TIME,Jonas KAUFMANN-LUDWIG POSITION,Jonas KAUFMANN-LUDWIG LAP TIME,Jonas KAUFMANN-LUDWIG ELAPSED TIME,Serhiy LIFYRENKO POSITION,Serhiy LIFYRENKO LAP TIME,Serhiy LIFYRENKO ELAPSED TIME,Guillaume BASTILLE POSITION,Guillaume BASTILLE LAP TIME,Guillaume BASTILLE ELAPSED TIME
1,7.40,7.40,5,12.71,12.71,2,7.59,7.59,3,7.70,7.70,4,8.78,8.78
1,9.25,16.65,5,11.15,23.86,2,9.33,16.92,3,9.48,17.18,4,9.68,18.46
1,8.57,25.22,5,10.40,34.26,2,8.66,25.58,3,8.86,26.04,4,8.59,27.05
1,8.66,33.88,5,10.40,44.66,2,8.73,34.31,3,8.98,35.02,4,8.70,35.75
1,8.80,42.679,5,10.47,55.130,2,9.03,43.332,3,9.23,44.246,4,8.96,44.707
