KIM Dam Min POSITION,KIM Dam Min LAP TIME,KIM Dam Min ELAPSED TIME,Christin PRIEBST POSITION,Christin PRIEBST LAP TIME,Christin PRIEBST ELAPSED TIME,van RUIJVEN Lara POSITION,van RUIJVEN Lara LAP TIME,van RUIJVEN Lara ELAPSED TIME
1,13.64,13.64,3,13.88,13.88,2,13.75,13.75
1,11.27,24.91,3,11.27,25.15,2,11.31,25.06
1,11.17,36.08,3,11.19,36.34,2,11.14,36.20
1,11.09,47.17,3,11.08,47.42,2,11.11,47.31
1,10.82,57.99,3,10.82,58.24,2,10.81,58.12
1,10.46,1:08.45,3,10.45,1:08.69,2,10.47,1:08.59
1,10.33,1:18.78,3,10.28,1:18.97,2,10.30,1:18.89
1,10.24,1:29.02,2,10.29,1:29.26,3,10.39,1:29.28
1,10.31,1:39.323,2,10.17,1:39.426,3,10.77,1:40.048
