Vladimir GRIGOREV POSITION,Vladimir GRIGOREV LAP TIME,Vladimir GRIGOREV ELAPSED TIME,CONFORTOLA Yuri POSITION,CONFORTOLA Yuri LAP TIME,CONFORTOLA Yuri ELAPSED TIME,SEO Yi Ra POSITION,SEO Yi Ra LAP TIME,SEO Yi Ra ELAPSED TIME,PIVIROTTO Ryan POSITION,PIVIROTTO Ryan LAP TIME,PIVIROTTO Ryan ELAPSED TIME
4,14.59,14.59,1,14.28,14.28,3,14.42,14.42,2,14.28,14.28
4,9.72,24.31,2,9.84,24.12,3,9.79,24.21,1,9.75,24.03
4,9.39,33.70,3,9.39,33.51,1,9.09,33.30,2,9.36,33.39
4,9.18,42.88,3,9.24,42.75,1,9.31,42.61,2,9.29,42.68
4,9.40,52.28,3,9.40,52.15,1,9.36,51.97,2,9.34,52.02
4,9.17,1:01.45,3,9.19,1:01.34,1,9.20,1:01.17,2,9.23,1:01.25
4,9.06,1:10.51,3,9.07,1:10.41,1,9.02,1:10.19,2,9.05,1:10.30
4,8.94,1:19.45,3,8.96,1:19.37,1,8.94,1:19.13,2,8.97,1:19.27
4,9.11,1:28.555,2,8.91,1:28.276,1,9.08,1:28.202,3,9.13,1:28.394
