WU Dajing POSITION,WU Dajing LAP TIME,WU Dajing ELAPSED TIME,JUNG Hyun Woo (Andy) POSITION,JUNG Hyun Woo (Andy) LAP TIME,JUNG Hyun Woo (Andy) ELAPSED TIME,Jake POWERS POSITION,Jake POWERS LAP TIME,Jake POWERS ELAPSED TIME,Selim TANRIKULU POSITION,Selim TANRIKULU LAP TIME,Selim TANRIKULU ELAPSED TIME
1,6.86,6.86,2,7.06,7.06,3,7.20,7.20,4,7.41,7.41
1,8.88,15.74,2,8.94,16.00,3,8.97,16.17,4,9.21,16.62
1,8.50,24.24,2,8.47,24.47,3,8.70,24.87,4,8.92,25.54
1,8.58,32.82,2,8.82,33.29,3,8.66,33.53,4,8.99,34.53
1,8.75,41.565,2,8.91,42.200,3,8.88,42.402,4,9.32,43.850
