LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Bernadett HEIDUM POSITION,Bernadett HEIDUM LAP TIME,Bernadett HEIDUM ELAPSED TIME,Stephanie BOUVIER POSITION,Stephanie BOUVIER LAP TIME,Stephanie BOUVIER ELAPSED TIME,WANG Xinyue POSITION,WANG Xinyue LAP TIME,WANG Xinyue ELAPSED TIME
1,13.48,13.48,2,13.88,13.88,4,14.11,14.11,3,13.91,13.91
1,10.52,24.00,2,10.47,24.35,4,10.55,24.66,3,10.58,24.49
1,10.84,34.84,2,10.64,34.99,4,10.57,35.23,3,10.69,35.18
1,10.08,44.92,3,9.93,44.92,2,9.69,44.92,4,9.83,45.01
1,9.59,54.51,2,9.72,54.64,4,51.85,1:36.77,3,9.67,54.68
1,9.70,1:04.21,2,9.90,1:04.54,4,16.41,1:53.18,3,9.95,1:04.63
1,10.17,1:14.38,2,9.91,1:14.45,4,13.90,2:07.08,3,10.07,1:14.70
1,9.83,1:24.21,2,10.11,1:24.56,4,12.99,2:20.07,3,10.02,1:24.72
1,9.85,1:34.055,3,10.49,1:35.049,4,12.48,2:32.543,2,9.73,1:34.450
