Ievgen GUTENOV POSITION,Ievgen GUTENOV LAP TIME,Ievgen GUTENOV ELAPSED TIME,Thibaut FAUCONNET POSITION,Thibaut FAUCONNET LAP TIME,Thibaut FAUCONNET ELAPSED TIME,Francois HAMELIN POSITION,Francois HAMELIN LAP TIME,Francois HAMELIN ELAPSED TIME,Matteo COMPAGNONI POSITION,Matteo COMPAGNONI LAP TIME,Matteo COMPAGNONI ELAPSED TIME
1,12.88,12.88,2,13.12,13.12,3,13.25,13.25,4,13.36,13.36
1,9.59,22.47,2,9.50,22.62,3,9.58,22.83,4,9.61,22.97
1,9.32,31.79,2,9.24,31.86,3,9.18,32.01,4,9.17,32.14
1,9.35,41.14,2,9.37,41.23,3,9.31,41.32,4,9.27,41.41
1,9.34,50.48,2,9.33,50.56,3,9.34,50.66,4,9.36,50.77
2,9.49,59.97,1,9.37,59.93,3,9.46,1:00.12,4,9.45,1:00.22
3,9.61,1:09.58,1,9.30,1:09.23,2,9.24,1:09.36,4,9.43,1:09.65
3,9.73,1:19.31,1,9.30,1:18.53,2,9.27,1:18.63,4,9.73,1:19.38
3,10.05,1:29.351,1,9.35,1:27.878,2,9.32,1:27.949,4,10.20,1:29.578
