Marie-Eve DROLET POSITION,Marie-Eve DROLET LAP TIME,Marie-Eve DROLET ELAPSED TIME,Jorien ter MORS POSITION,Jorien ter MORS LAP TIME,Jorien ter MORS ELAPSED TIME,LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Biba SAKURAI POSITION,Biba SAKURAI LAP TIME,Biba SAKURAI ELAPSED TIME
1,13.16,13.16,3,13.32,13.32,2,13.23,13.23,4,13.44,13.44
1,10.68,23.84,2,10.60,23.92,3,10.70,23.93,4,10.70,24.14
1,10.46,34.30,2,10.54,34.46,3,10.62,34.55,4,10.53,34.67
2,10.23,44.53,1,10.00,44.46,3,10.13,44.68,4,10.13,44.80
1,10.09,54.62,2,10.30,54.76,3,10.19,54.87,4,10.18,54.98
1,10.06,1:04.68,2,10.01,1:04.77,3,10.03,1:04.90,4,10.04,1:05.02
1,9.86,1:14.54,2,9.87,1:14.64,3,9.82,1:14.72,4,9.81,1:14.83
1,9.99,1:24.53,2,9.97,1:24.61,3,9.97,1:24.69,4,9.95,1:24.78
2,10.19,1:34.715,4,10.19,1:34.800,1,9.85,1:34.537,3,9.99,1:34.767
