Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Ruslan ZAKHAROV POSITION,Ruslan ZAKHAROV LAP TIME,Ruslan ZAKHAROV ELAPSED TIME,Yuma SAKURAI POSITION,Yuma SAKURAI LAP TIME,Yuma SAKURAI ELAPSED TIME,CASSINELLI Andrea POSITION,CASSINELLI Andrea LAP TIME,CASSINELLI Andrea ELAPSED TIME
2,12.11,12.11,1,12.00,12.00,3,12.40,12.40,4,12.51,12.51
2,9.45,21.56,1,9.48,21.48,3,9.26,21.66,4,9.17,21.68
2,8.99,30.55,1,9.00,30.48,3,8.99,30.65,4,9.15,30.83
2,8.99,39.54,1,9.02,39.50,3,9.08,39.73,4,9.07,39.90
2,8.70,48.24,1,8.69,48.19,3,8.75,48.48,4,8.84,48.74
2,8.87,57.11,1,8.85,57.04,3,8.74,57.22,4,9.10,57.84
2,9.00,1:06.11,1,8.98,1:06.02,3,9.02,1:06.24,4,9.36,1:07.20
2,9.01,1:15.12,1,9.02,1:15.04,4,17.84,1:24.08,3,9.63,1:16.83
2,9.51,1:24.622,1,9.23,1:24.263,4,22.78,1:46.852,3,9.81,1:26.633
