Marianne ST-GELAIS POSITION,Marianne ST-GELAIS LAP TIME,Marianne ST-GELAIS ELAPSED TIME,VALCEPINA Martina POSITION,VALCEPINA Martina LAP TIME,VALCEPINA Martina ELAPSED TIME,Inna SIMONOVA POSITION,Inna SIMONOVA LAP TIME,Inna SIMONOVA ELAPSED TIME,Safiya VLASOVA POSITION,Safiya VLASOVA LAP TIME,Safiya VLASOVA ELAPSED TIME
1,7.26,7.26,2,7.39,7.39,3,7.64,7.64,4,7.79,7.79
1,9.42,16.68,2,9.42,16.81,3,9.69,17.33,4,9.95,17.74
1,8.90,25.58,2,8.86,25.67,3,9.16,26.49,4,9.65,27.39
1,9.04,34.62,2,9.09,34.76,3,9.41,35.90,4,9.83,37.22
1,9.23,43.845,2,9.34,44.097,3,9.77,45.664,4,10.11,47.322
