Kim BOUTIN POSITION,Kim BOUTIN LAP TIME,Kim BOUTIN ELAPSED TIME,KIKUCHI Moemi POSITION,KIKUCHI Moemi LAP TIME,KIKUCHI Moemi ELAPSED TIME,Anastassiya KRESTOVA POSITION,Anastassiya KRESTOVA LAP TIME,Anastassiya KRESTOVA ELAPSED TIME,DESMET Hanne POSITION,DESMET Hanne LAP TIME,DESMET Hanne ELAPSED TIME
2,15.86,15.86,1,15.49,15.49,3,15.99,15.99,4,16.11,16.11
3,11.35,27.21,1,11.45,26.94,2,10.96,26.95,4,11.22,27.33
3,10.08,37.29,2,10.26,37.20,1,10.15,37.10,4,10.09,37.42
2,10.18,47.47,3,10.38,47.58,1,10.26,47.36,4,10.29,47.71
2,9.80,57.27,3,9.76,57.34,1,9.82,57.18,4,9.77,57.48
2,9.56,1:06.83,3,9.57,1:06.91,1,9.59,1:06.77,4,9.65,1:07.13
2,9.42,1:16.25,3,9.58,1:16.49,1,9.42,1:16.19,4,9.49,1:16.62
1,9.57,1:25.82,3,9.55,1:26.04,2,9.80,1:25.99,4,9.56,1:26.18
1,9.64,1:35.450,3,9.91,1:35.933,2,9.93,1:35.914,4,9.88,1:36.055
