Bartosz KONOPKO POSITION,Bartosz KONOPKO LAP TIME,Bartosz KONOPKO ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,YANG Jin POSITION,YANG Jin LAP TIME,YANG Jin ELAPSED TIME,Anthony DOUGLAS POSITION,Anthony DOUGLAS LAP TIME,Anthony DOUGLAS ELAPSED TIME
1,6.38,6.38,4,13.77,13.77,3,12.73,12.73,2,6.91,6.91
1,8.99,15.38,3,12.61,26.38,4,13.82,26.55,2,9.31,16.23
1,8.80,24.18,4,9.62,36.01,3,9.32,35.87,2,8.95,25.18
1,8.85,33.03,4,9.43,45.44,3,9.28,45.15,2,8.99,34.18
1,9.43,42.452,3,10.43,55.861,0,,DQ,2,9.65,43.830
