BARTA Gyongyver POSITION,BARTA Gyongyver LAP TIME,BARTA Gyongyver ELAPSED TIME,TALAYEVA Volha POSITION,TALAYEVA Volha LAP TIME,TALAYEVA Volha ELAPSED TIME,Maria GARCIA POSITION,Maria GARCIA LAP TIME,Maria GARCIA ELAPSED TIME,Olesya OSKINA POSITION,Olesya OSKINA LAP TIME,Olesya OSKINA ELAPSED TIME
1,14.386,14.386,3,14.628,14.628,2,14.580,14.580,4,14.690,14.690
1,10.628,25.014,2,10.414,25.041,3,10.633,25.213,4,10.592,25.281
2,10.952,35.965,1,10.818,35.858,3,10.904,36.116,4,10.894,36.175
1,10.869,46.834,4,11.274,47.132,2,10.850,46.966,3,10.856,47.031
1,10.778,57.612,4,11.234,58.365,2,10.782,57.747,3,10.767,57.797
3,10.762,1:08.373,4,11.346,1:09.711,1,10.575,1:08.322,2,10.529,1:08.326
3,10.708,1:19.081,4,11.786,1:21.497,1,10.352,1:18.673,2,10.422,1:18.747
3,10.902,1:29.982,4,12.154,1:33.650,1,10.467,1:29.139,2,10.596,1:29.343
3,11.37,1:41.350,4,12.80,1:46.447,1,11.00,1:40.137,2,11.11,1:40.445
