NIKOLOVA  (DUPL) Marina POSITION,NIKOLOVA  (DUPL) Marina LAP TIME,NIKOLOVA  (DUPL) Marina ELAPSED TIME,Sophia MILAN POSITION,Sophia MILAN LAP TIME,Sophia MILAN ELAPSED TIME,Aida POPIOLEK POSITION,Aida POPIOLEK LAP TIME,Aida POPIOLEK ELAPSED TIME,Tjasa KROFLIC POSITION,Tjasa KROFLIC LAP TIME,Tjasa KROFLIC ELAPSED TIME
0,7.429,7.429,0,7.844,7.844,0,7.632,7.632,0,8.406,8.406
0,9.563,16.992,0,9.814,17.659,0,9.821,17.452,0,10.356,18.762
0,9.500,26.492,0,9.390,27.049,0,9.437,26.889,0,10.677,29.440
0,9.473,35.965,0,9.682,36.730,0,9.687,36.577,0,10.765,40.205
0,,,0,,,0,,,0,,
