Jean-Francois MONETTE POSITION,Jean-Francois MONETTE LAP TIME,Jean-Francois MONETTE ELAPSED TIME,Charles Ryan LEVEILLE POSITION,Charles Ryan LEVEILLE LAP TIME,Charles Ryan LEVEILLE ELAPSED TIME,Paul WORTH POSITION,Paul WORTH LAP TIME,Paul WORTH ELAPSED TIME,Robert BECKER POSITION,Robert BECKER LAP TIME,Robert BECKER ELAPSED TIME
2,12.453,12.453,3,12.637,12.637,1,12.420,12.420,4,12.947,12.947
2,10.055,22.509,1,9.765,22.402,3,10.175,22.595,4,9.776,22.723
3,9.374,31.883,1,9.324,31.726,2,9.175,31.770,4,9.311,32.034
3,9.422,41.305,1,9.455,41.181,2,9.523,41.293,4,9.522,41.556
1,9.088,50.394,2,9.224,50.405,3,9.289,50.582,4,9.188,50.745
1,8.969,59.363,2,9.262,59.667,3,9.279,59.860,4,9.344,1:00.088
1,9.153,1:08.516,2,9.164,1:08.831,3,9.871,1:09.731,4,9.653,1:09.741
1,9.420,1:17.936,2,9.257,1:18.088,4,10.688,1:20.419,3,9.679,1:19.420
1,9.590,1:27.526,2,9.813,1:27.901,4,11.389,1:31.808,3,9.519,1:28.939
