Robert LAWRENCE POSITION,Robert LAWRENCE LAP TIME,Robert LAWRENCE ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Edoardo REGGIANI POSITION,Edoardo REGGIANI LAP TIME,Edoardo REGGIANI ELAPSED TIME,Paul STANLEY POSITION,Paul STANLEY LAP TIME,Paul STANLEY ELAPSED TIME
1,7.13,7.13,2,7.14,7.14,3,7.24,7.24,4,7.28,7.28
1,9.45,16.58,2,9.54,16.68,3,9.52,16.76,4,9.60,16.88
1,8.91,25.49,2,8.90,25.58,3,8.86,25.62,4,8.86,25.74
1,8.96,34.45,2,8.98,34.56,4,9.10,34.72,3,8.87,34.61
1,9.15,43.594,3,12.41,46.966,2,9.19,43.910,0,,PEN
