Patrick DUFFY POSITION,Patrick DUFFY LAP TIME,Patrick DUFFY ELAPSED TIME,ZHAXYBAYEV Mersaid POSITION,ZHAXYBAYEV Mersaid LAP TIME,ZHAXYBAYEV Mersaid ELAPSED TIME,Yoshiaki OGURO POSITION,Yoshiaki OGURO LAP TIME,Yoshiaki OGURO ELAPSED TIME,Einar AGDESTEIN POSITION,Einar AGDESTEIN LAP TIME,Einar AGDESTEIN ELAPSED TIME,Tomass BAKEVICS POSITION,Tomass BAKEVICS LAP TIME,Tomass BAKEVICS ELAPSED TIME
1,12.80,12.80,3,13.10,13.10,2,12.92,12.92,5,13.29,13.29,4,13.25,13.25
1,10.00,22.80,3,9.89,22.99,2,9.98,22.90,5,9.97,23.26,4,9.86,23.11
1,9.67,32.47,3,9.67,32.66,2,9.67,32.57,5,9.68,32.94,4,9.65,32.76
1,9.37,41.84,3,9.43,42.09,2,9.37,41.94,5,9.29,42.23,4,9.35,42.11
1,9.29,51.13,3,9.28,51.37,2,9.30,51.24,5,9.33,51.56,4,9.35,51.46
1,9.13,1:00.26,3,9.17,1:00.54,2,9.14,1:00.38,5,9.34,1:00.90,4,9.23,1:00.69
1,9.07,1:09.33,3,9.10,1:09.64,2,9.06,1:09.44,5,9.47,1:10.37,4,9.21,1:09.90
1,9.06,1:18.39,3,9.29,1:18.93,2,9.07,1:18.51,5,9.81,1:20.18,4,9.46,1:19.36
1,9.32,1:27.71,3,9.71,1:28.64,2,9.31,1:27.82,5,10.22,1:30.40,4,9.85,1:29.21
