LIU Qiuhong POSITION,LIU Qiuhong LAP TIME,LIU Qiuhong ELAPSED TIME,Ayuko ITO POSITION,Ayuko ITO LAP TIME,Ayuko ITO ELAPSED TIME,PIERRON Veronique POSITION,PIERRON Veronique LAP TIME,PIERRON Veronique ELAPSED TIME,Charlotte GILMARTIN POSITION,Charlotte GILMARTIN LAP TIME,Charlotte GILMARTIN ELAPSED TIME,Yulia KICHAPOVA POSITION,Yulia KICHAPOVA LAP TIME,Yulia KICHAPOVA ELAPSED TIME
1,13.64,13.64,2,13.67,13.67,3,13.74,13.74,5,21.15,21.15,4,13.93,13.93
2,10.59,24.23,1,10.45,24.12,3,10.55,24.29,5,11.10,32.25,4,10.51,24.44
2,10.69,34.92,1,10.72,34.84,3,10.73,35.02,5,11.25,43.50,4,10.69,35.13
2,10.69,45.61,1,10.64,45.48,3,10.71,45.73,5,11.42,54.92,4,10.73,45.86
2,10.02,55.63,1,9.94,55.42,3,10.02,55.75,5,11.26,1:06.18,4,10.01,55.87
2,9.71,1:05.34,1,9.85,1:05.27,3,9.70,1:05.45,5,10.94,1:17.12,4,9.69,1:05.56
2,9.51,1:14.85,1,9.49,1:14.76,3,9.54,1:14.99,5,11.95,1:29.07,4,9.61,1:15.17
2,9.51,1:24.36,1,9.50,1:24.26,3,9.48,1:24.47,5,11.97,1:41.04,4,9.73,1:24.90
2,9.60,1:33.956,1,9.58,1:33.839,3,9.57,1:34.032,0,,PEN,4,9.97,1:34.869
