START_POS_1 POSITION,START_POS_1 LAP TIME,START_POS_1 ELAPSED TIME,START_POS_2 POSITION,START_POS_2 LAP TIME,START_POS_2 ELAPSED TIME,START_POS_3 POSITION,START_POS_3 LAP TIME,START_POS_3 ELAPSED TIME,START_POS_4 POSITION,START_POS_4 LAP TIME,START_POS_4 ELAPSED TIME,START_POS_5 POSITION,START_POS_5 LAP TIME,START_POS_5 ELAPSED TIME,START_POS_6 POSITION,START_POS_6 LAP TIME,START_POS_6 ELAPSED TIME,START_POS_7 POSITION,START_POS_7 LAP TIME,START_POS_7 ELAPSED TIME,season,competition,event,gender,round,race
1,10.53,10.53,2,10.60,10.60,7,10.87,10.87,5,10.76,10.76,4,10.64,10.64,3,10.62,10.62,6,10.78,10.78,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
5,15.97,26.50,2,15.83,26.43,1,15.46,26.33,6,15.79,26.55,3,15.80,26.44,7,16.02,26.64,4,15.71,26.49,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
4,13.80,40.30,7,14.05,40.48,5,14.06,40.39,1,13.61,40.16,3,13.84,40.28,6,13.82,40.46,2,13.68,40.17,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
2,12.82,53.12,5,12.89,53.37,7,13.18,53.57,1,12.85,53.01,3,12.91,53.19,4,12.84,53.30,6,13.23,53.40,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
5,12.90,1:06.02,1,12.54,1:05.91,4,12.41,1:05.98,1,12.90,1:05.91,3,12.77,1:05.96,6,12.85,1:06.15,7,12.88,1:06.28,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
5,13.89,1:19.91,2,11.70,1:17.61,1,11.51,1:17.49,7,26.33,1:32.24,6,25.13,1:31.09,3,11.77,1:17.92,4,12.20,1:18.48,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
5,10.22,1:30.13,2,11.64,1:29.25,1,11.67,1:29.16,7,15.44,1:47.68,6,13.08,1:44.17,3,11.46,1:29.38,4,11.42,1:29.90,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
4,11.20,1:41.33,2,11.82,1:41.07,1,11.79,1:40.95,7,14.04,2:01.72,6,11.73,1:55.90,3,11.87,1:41.25,5,11.56,1:41.46,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
4,11.72,1:53.05,2,11.80,1:52.87,1,11.79,1:52.74,7,14.20,2:15.92,6,11.68,2:07.58,3,11.70,1:52.95,5,11.77,1:53.23,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
4,11.21,2:04.26,1,11.00,2:03.87,2,11.32,2:04.06,7,12.93,2:28.85,6,11.81,2:19.39,3,11.29,2:04.24,5,12.02,2:05.25,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
2,10.32,2:14.58,1,10.62,2:14.49,3,10.83,2:14.89,7,12.89,2:41.74,6,11.70,2:31.09,4,11.16,2:15.40,5,12.46,2:17.71,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
2,10.70,2:25.28,1,10.68,2:25.17,3,10.87,2:25.76,7,12.72,2:54.46,6,11.99,2:43.08,4,11.59,2:26.99,5,13.06,2:30.77,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
1,10.54,2:35.82,2,10.66,2:35.83,3,11.21,2:36.97,7,12.56,3:07.02,6,11.86,2:54.94,4,12.31,2:39.30,5,13.19,2:43.96,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
1,10.69,2:46.494,2,10.91,2:46.724,3,11.69,2:48.644,7,15.06,3:22.046,6,12.13,3:07.039,4,12.69,2:51.966,5,13.29,2:57.224,2017-2018,ISU World Junior Short Track Championships 2018 - Tomaszow Mazowiecki (POL),1500m,w,RankingFinals,2
