LIANG Wenhao POSITION,LIANG Wenhao LAP TIME,LIANG Wenhao ELAPSED TIME,Freek van der WART POSITION,Freek van der WART LAP TIME,Freek van der WART ELAPSED TIME,Viktor KNOCH POSITION,Viktor KNOCH LAP TIME,Viktor KNOCH ELAPSED TIME,Simon CHO POSITION,Simon CHO LAP TIME,Simon CHO ELAPSED TIME
1,6.75,6.75,2,6.90,6.90,3,7.01,7.01,4,7.11,7.11
1,9.04,15.79,2,9.04,15.94,3,9.08,16.09,4,9.07,16.18
1,8.62,24.41,2,8.54,24.48,3,8.47,24.56,4,8.40,24.58
1,8.85,33.26,2,8.93,33.41,4,30.53,55.09,3,8.92,33.50
1,9.12,42.376,2,9.18,42.585,4,15.57,1:10.656,3,9.29,42.789
