Petra JASZAPATI POSITION,Petra JASZAPATI LAP TIME,Petra JASZAPATI ELAPSED TIME,van KERKHOF Yara POSITION,van KERKHOF Yara LAP TIME,van KERKHOF Yara ELAPSED TIME,Kasandra BRADETTE POSITION,Kasandra BRADETTE LAP TIME,Kasandra BRADETTE ELAPSED TIME,PROSVIRNOVA Sofia POSITION,PROSVIRNOVA Sofia LAP TIME,PROSVIRNOVA Sofia ELAPSED TIME
2,7.34,7.34,1,7.10,7.10,3,7.47,7.47,4,7.53,7.53
2,9.25,16.59,1,9.27,16.37,4,9.65,17.12,3,9.17,16.70
2,8.74,25.33,1,8.86,25.23,4,12.34,29.46,3,8.76,25.46
2,9.03,34.36,1,8.95,34.18,4,13.55,43.01,3,8.95,34.41
2,9.65,43.995,1,9.26,43.420,4,14.50,57.466,3,10.77,45.147
