Davide VISCARDI POSITION,Davide VISCARDI LAP TIME,Davide VISCARDI ELAPSED TIME,Thibault CROLET POSITION,Thibault CROLET LAP TIME,Thibault CROLET ELAPSED TIME,Artur SULTANGALIYEV POSITION,Artur SULTANGALIYEV LAP TIME,Artur SULTANGALIYEV ELAPSED TIME,Myukerrem TOP POSITION,Myukerrem TOP LAP TIME,Myukerrem TOP ELAPSED TIME
1,7.04,7.04,3,7.29,7.29,2,7.15,7.15,4,7.40,7.40
1,9.31,16.35,3,9.27,16.56,2,9.32,16.47,4,9.31,16.71
1,8.70,25.05,3,8.73,25.29,2,8.70,25.17,4,8.85,25.56
1,8.80,33.85,3,8.75,34.04,2,8.75,33.92,4,8.93,34.49
1,9.07,42.916,2,9.23,43.267,3,9.74,43.654,4,9.43,43.920
