LEE Hyo Been POSITION,LEE Hyo Been LAP TIME,LEE Hyo Been ELAPSED TIME,CHEN Guang POSITION,CHEN Guang LAP TIME,CHEN Guang ELAPSED TIME,Eduard STRELKOV POSITION,Eduard STRELKOV LAP TIME,Eduard STRELKOV ELAPSED TIME,Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME
1,6.97,6.97,2,6.98,6.98,3,7.13,7.13,4,7.26,7.26
2,9.29,16.26,1,9.14,16.12,3,9.19,16.32,4,9.15,16.41
2,8.76,25.02,1,8.80,24.92,3,8.74,25.06,4,8.79,25.20
1,8.91,33.93,2,9.11,34.03,3,8.98,34.04,4,8.91,34.11
1,9.13,43.054,4,9.88,43.906,2,9.18,43.214,3,9.17,43.278
