CHOI Eun-Kyung POSITION,CHOI Eun-Kyung LAP TIME,CHOI Eun-Kyung ELAPSED TIME,Kristina PAPP POSITION,Kristina PAPP LAP TIME,Kristina PAPP ELAPSED TIME,Evita KRIEVANE POSITION,Evita KRIEVANE LAP TIME,Evita KRIEVANE ELAPSED TIME,Yvonne KUNZE POSITION,Yvonne KUNZE LAP TIME,Yvonne KUNZE ELAPSED TIME
1,17.500,17.500,4,21.358,21.358,2,17.784,17.784,3,17.862,17.862
1,9.736,27.235,4,12.261,33.618,3,9.703,27.487,2,9.518,27.379
1,9.586,36.821,4,12.447,46.065,3,9.767,37.253,2,9.688,37.067
1,9.822,46.642,4,12.998,59.062,3,10.014,47.267,2,9.813,46.879
1,0.02,46.663,4,0.07,59.130,3,0.10,47.363,2,,46.774
