Paul HERRMANN POSITION,Paul HERRMANN LAP TIME,Paul HERRMANN ELAPSED TIME,Jakub JAWORSKI POSITION,Jakub JAWORSKI LAP TIME,Jakub JAWORSKI ELAPSED TIME,Nurbergen ZHUMAGAZIYEV POSITION,Nurbergen ZHUMAGAZIYEV LAP TIME,Nurbergen ZHUMAGAZIYEV ELAPSED TIME,Pierre BODA POSITION,Pierre BODA LAP TIME,Pierre BODA ELAPSED TIME
3,14.47,14.47,2,14.30,14.30,4,14.58,14.58,1,14.17,14.17
2,10.59,25.06,3,10.83,25.13,4,10.69,25.27,1,10.81,24.98
1,9.93,34.99,4,10.06,35.19,2,9.79,35.06,3,10.11,35.09
2,9.76,44.75,4,9.85,45.04,1,9.59,44.65,3,9.75,44.84
1,9.36,54.11,4,9.35,54.39,2,9.55,54.20,3,9.46,54.30
1,9.45,1:03.56,4,9.51,1:03.90,2,9.46,1:03.66,3,9.48,1:03.78
1,9.25,1:12.81,4,9.29,1:13.19,2,9.22,1:12.88,3,9.21,1:12.99
1,9.36,1:22.17,4,9.59,1:22.78,2,9.40,1:22.28,3,9.50,1:22.49
1,9.75,1:31.911,4,11.97,1:34.746,2,9.74,1:32.015,3,9.71,1:32.198
