REN Ziwei POSITION,REN Ziwei LAP TIME,REN Ziwei ELAPSED TIME,Shaoang LIU POSITION,Shaoang LIU LAP TIME,Shaoang LIU ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME,John-Henry KRUEGER POSITION,John-Henry KRUEGER LAP TIME,John-Henry KRUEGER ELAPSED TIME,DOTTI Tommaso POSITION,DOTTI Tommaso LAP TIME,DOTTI Tommaso ELAPSED TIME,Jacob JANSSON POSITION,Jacob JANSSON LAP TIME,Jacob JANSSON ELAPSED TIME
2,6.85,6.85,1,6.64,6.64,3,6.97,6.97,4,7.06,7.06,5,7.17,7.17,6,7.50,7.50
2,8.76,15.61,1,8.77,15.41,3,8.78,15.75,4,8.79,15.85,5,9.23,16.40,6,9.01,16.51
3,8.33,23.94,1,8.43,23.84,2,8.15,23.90,4,8.33,24.18,5,8.67,25.07,6,8.82,25.33
2,8.61,32.55,1,8.53,32.37,4,8.71,32.61,3,8.40,32.58,5,8.84,33.91,6,8.88,34.21
0,,PHOTO,1,8.96,41.33,4,9.09,41.760,0,,PHOTO,5,9.17,43.08,6,9.02,43.193
