YANG Shin-Young POSITION,YANG Shin-Young LAP TIME,YANG Shin-Young ELAPSED TIME,Jessica GREGG POSITION,Jessica GREGG LAP TIME,Jessica GREGG ELAPSED TIME,Lana GEHRING POSITION,Lana GEHRING LAP TIME,Lana GEHRING ELAPSED TIME
2,16.72,16.72,1,16.32,16.32,3,17.04,17.04
3,13.71,30.43,1,13.96,30.29,2,13.38,30.42
3,10.99,41.42,2,11.12,41.41,1,10.64,41.07
2,9.95,51.37,1,9.94,51.36,3,10.38,51.46
2,9.72,1:01.10,1,9.68,1:01.04,3,9.70,1:01.17
3,9.62,1:10.72,1,9.56,1:10.60,2,9.52,1:10.69
3,9.48,1:20.21,1,9.51,1:20.12,2,9.51,1:20.20
2,9.40,1:29.61,1,9.36,1:29.48,3,9.70,1:29.91
1,9.53,1:39.139,2,9.83,1:39.303,3,9.98,1:39.886
