ANIKEJ Rafal POSITION,ANIKEJ Rafal LAP TIME,ANIKEJ Rafal ELAPSED TIME,Michal CUJA POSITION,Michal CUJA LAP TIME,Michal CUJA ELAPSED TIME,Tjerk de BOER POSITION,Tjerk de BOER LAP TIME,Tjerk de BOER ELAPSED TIME,Alex NIETO-GUARASA POSITION,Alex NIETO-GUARASA LAP TIME,Alex NIETO-GUARASA ELAPSED TIME,Bogdan SIMONENKO POSITION,Bogdan SIMONENKO LAP TIME,Bogdan SIMONENKO ELAPSED TIME,PETRE Ward POSITION,PETRE Ward LAP TIME,PETRE Ward ELAPSED TIME
2,14.01,14.01,4,14.22,14.22,3,14.05,14.05,6,14.50,,5,14.26,,1,13.97,13.97
1,9.99,24.00,4,10.14,24.36,3,10.17,24.22,6,10.53,,5,10.29,,2,10.13,24.10
2,9.94,33.94,4,9.87,34.23,3,9.87,34.09,6,10.56,,5,9.80,,1,9.80,33.90
1,9.60,43.54,4,9.67,43.90,3,9.68,43.77,6,11.09,,5,9.69,,2,9.73,43.63
1,9.39,52.93,4,9.53,53.43,3,9.39,53.16,6,11.60,,5,9.49,,2,9.41,53.04
1,9.17,1:02.10,4,9.69,1:03.12,2,9.04,1:02.20,6,12.00,,5,9.61,,2,9.16,1:02.20
1,9.02,1:11.12,4,10.27,1:13.39,2,9.08,1:11.28,5,13.61,,6,27.09,,3,9.22,1:11.42
1,9.27,1:20.39,4,10.77,1:24.16,2,9.23,1:20.51,5,12.85,,6,12.30,,3,9.29,1:20.71
1,9.40,1:29.778,4,11.31,1:35.451,2,9.35,1:29.849,5,14.03,,6,15.10,,3,9.32,1:30.017
