Kei SAITO POSITION,Kei SAITO LAP TIME,Kei SAITO ELAPSED TIME,Inan EREN POSITION,Inan EREN LAP TIME,Inan EREN ELAPSED TIME,Yoan GAUTHIER POSITION,Yoan GAUTHIER LAP TIME,Yoan GAUTHIER ELAPSED TIME,WANG Yang-Chun POSITION,WANG Yang-Chun LAP TIME,WANG Yang-Chun ELAPSED TIME
1,7.21,7.21,3,7.51,7.51,2,7.42,7.42,4,7.81,7.81
1,9.49,16.70,3,9.86,17.37,2,9.36,16.78,4,9.96,17.77
1,9.02,25.72,3,9.42,26.79,2,8.98,25.76,4,9.60,27.37
2,9.15,34.87,3,9.69,36.48,1,8.86,34.62,4,9.59,36.96
2,9.23,44.095,3,9.92,46.392,1,9.32,43.939,4,9.79,46.747
