HOOGERWERF Dylan POSITION,HOOGERWERF Dylan LAP TIME,HOOGERWERF Dylan ELAPSED TIME,SU Jun-Peng POSITION,SU Jun-Peng LAP TIME,SU Jun-Peng ELAPSED TIME,Lucas NG POSITION,Lucas NG LAP TIME,Lucas NG ELAPSED TIME,GEORGIEV Dimitar POSITION,GEORGIEV Dimitar LAP TIME,GEORGIEV Dimitar ELAPSED TIME,Roberts ZVEJNIEKS POSITION,Roberts ZVEJNIEKS LAP TIME,Roberts ZVEJNIEKS ELAPSED TIME
1,6.95,6.95,3,7.25,7.25,5,7.44,7.44,4,7.39,7.39,2,7.09,7.09
1,9.03,15.98,3,9.35,16.60,5,9.66,17.10,4,9.50,16.89,2,9.00,16.09
1,8.69,24.67,3,9.06,25.66,5,9.37,26.47,4,8.95,25.84,2,8.67,24.76
1,8.88,33.55,3,9.08,34.74,5,9.37,35.84,4,9.09,34.93,2,8.90,33.66
1,9.01,42.551,3,9.35,44.078,5,9.51,45.341,4,9.36,44.272,2,8.95,42.599
