FAN Kexin POSITION,FAN Kexin LAP TIME,FAN Kexin ELAPSED TIME,Audrey PHANEUF POSITION,Audrey PHANEUF LAP TIME,Audrey PHANEUF ELAPSED TIME,SCHULTING Suzanne POSITION,SCHULTING Suzanne LAP TIME,SCHULTING Suzanne ELAPSED TIME,CHOI Ji Hyun POSITION,CHOI Ji Hyun LAP TIME,CHOI Ji Hyun ELAPSED TIME
1,7.22,7.22,3,7.56,7.56,2,7.33,7.33,4,7.73,7.73
1,9.31,16.53,3,9.35,16.91,2,9.50,16.83,4,9.41,17.14
1,8.89,25.42,2,8.71,25.62,3,9.06,25.89,4,8.88,26.02
1,8.97,34.39,2,8.85,34.47,3,9.13,35.02,4,9.13,35.15
1,9.18,43.57,2,9.16,43.63,3,9.19,44.217,4,9.25,44.409
