Maxime CHATAIGNIER POSITION,Maxime CHATAIGNIER LAP TIME,Maxime CHATAIGNIER ELAPSED TIME,Kiril PANDOV POSITION,Kiril PANDOV LAP TIME,Kiril PANDOV ELAPSED TIME,Jordan MALONE POSITION,Jordan MALONE LAP TIME,Jordan MALONE ELAPSED TIME,NIKISHA Denis POSITION,NIKISHA Denis LAP TIME,NIKISHA Denis ELAPSED TIME
2,13.81,13.81,4,14.04,14.04,3,13.97,13.97,1,13.68,13.68
2,10.47,24.28,4,10.47,24.51,3,10.43,24.40,1,10.50,24.18
2,10.04,34.32,4,10.01,34.52,3,10.04,34.44,1,10.06,34.24
2,9.98,44.30,4,9.99,44.51,3,9.96,44.40,1,9.97,44.21
2,9.95,54.25,4,9.96,54.47,3,9.95,54.35,1,9.95,54.16
2,9.63,1:03.88,4,9.67,1:04.14,3,9.64,1:03.99,1,9.61,1:03.77
2,9.32,1:13.20,4,9.39,1:13.53,3,9.36,1:13.35,1,9.39,1:13.16
1,9.08,1:22.28,4,9.32,1:22.85,3,9.17,1:22.52,2,9.25,1:22.41
1,9.17,1:31.448,4,9.63,1:32.474,3,9.28,1:31.797,2,9.24,1:31.643
